restaurant name,restaurant type,rate (out of 5),Average Customer Per Week,avg cost (two people),online_order,table booking,cuisines type,local address,Average income per Week
Mr. Cane,Beverage Shop,0.0,40,100.0,True,False,Juices,Bommanahalli,4000.0
Mr. Chef,Casual Dining,3.2,119,500.0,True,False,"North Indian, Chinese, Biryani",New BEL Road,59500.0
Mr. Gola,"Dessert Parlor, Food Court",3.7,12,100.0,False,False,Desserts,Malleshwaram,1200.0
Mr. Meetharam,Quick Bites,3.2,34,150.0,True,False,"Mithai, Street Food",JP Nagar,5100.0
Mr. Meow's Hotdogs,"Food Court, Quick Bites",3.5,7,300.0,False,False,Fast Food,Koramangala 6th Block,2100.0
Mr. Singh Da Dhaba,Quick Bites,3.6,241,300.0,True,False,"North Indian, Chinese",Kumaraswamy Layout,72300.0
MRA,"Takeaway, Delivery",2.8,40,200.0,True,False,Bakery,Electronic City,8000.0
MRS Paradise,Casual Dining,3.4,21,650.0,False,False,"South Indian, North Indian, Chinese",Jayanagar,13650.0
MTR 1924,Quick Bites,4.2,697,300.0,False,False,South Indian,St. Marks Road,209100.0
Mubarak Hotel,Quick Bites,3.5,14,150.0,False,False,North Indian,Nagawara,2100.0
Mubeena Shariff Chocolatier,Dessert Parlor,3.6,14,500.0,False,False,Desserts,Whitefield,7000.0
Mudde Madappa Mess,Quick Bites,4.1,91,150.0,False,False,South Indian,Majestic,13650.0
Muddhe Bytes,Quick Bites,3.4,9,300.0,True,False,"South Indian, Biryani",Bannerghatta Road,2700.0
Mudpipe Cafe,Cafe,3.9,727,800.0,True,True,"Cafe, Continental, North Indian",JP Nagar,581600.0
Mug N Bean,Cafe,3.9,247,400.0,True,False,"Cafe, Continental, Italian, Burger",Jayanagar,98800.0
Mugful Of Stories,Dessert Parlor,4.6,274,300.0,False,False,"Desserts, Bakery",Kalyan Nagar,82200.0
Mughal Restaurant,Casual Dining,3.2,217,600.0,True,False,"Mughlai, Chinese, Kerala",Brookefield,130200.0
Mughal Samraj,Casual Dining,3.2,4,600.0,True,False,Fast Food,Bellandur,2400.0
Mughal Treat,Casual Dining,3.6,109,700.0,True,False,"Mughlai, North Indian, Chinese",Sarjapur Road,76300.0
Mughals Restaurant,Casual Dining,3.1,17,550.0,False,False,"Mughlai, North Indian, Chinese, Biryani, Seafood",Shivajinagar,9350.0
Mughlai Azam,Casual Dining,4.0,117,1400.0,True,True,"Mughlai, Biryani, North Indian",New BEL Road,163800.0
Mugs N Burgers,Cafe,4.0,130,600.0,True,True,"Cafe, Burger, Chinese, Fast Food, Beverages",Brookefield,78000.0
Mukati Kitchen,Quick Bites,3.7,133,500.0,True,False,"North Indian, Continental, Chinese, Italian",Thippasandra,66500.0
Mulabagilu Dosa,Quick Bites,3.6,11,100.0,True,False,South Indian,Basavanagudi,1100.0
Multi Cakes,Bakery,3.0,9,200.0,False,False,"Bakery, Desserts",Bannerghatta Road,1800.0
Multi Ruchish,Quick Bites,2.8,40,250.0,True,False,"North Indian, South Indian, Chinese",New BEL Road,10000.0
Multi Snacky Hub,Quick Bites,2.8,40,200.0,False,False,Fast Food,Basavanagudi,8000.0
Mum?s Kitchen,Delivery,3.5,118,200.0,True,False,"North Indian, South Indian",Marathahalli,23600.0
MumÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂs Kitchen,Delivery,3.5,118,200.0,True,False,"North Indian, South Indian",Marathahalli,23600.0
Mumbai Badam Milk & Lassi Center,Kiosk,3.6,23,100.0,True,False,"Beverages, Desserts",Basavanagudi,2300.0
Mumbai Bistro,Cafe,4.2,504,500.0,True,False,"Cafe, North Indian, Street Food",Malleshwaram,252000.0
Mumbai Kulfi,Dessert Parlor,3.7,61,100.0,True,False,"Ice Cream, Desserts",Electronic City,6100.0
Mumbai Spice,Quick Bites,3.7,40,400.0,True,False,"North Indian, Chinese",Malleshwaram,16000.0
Mumbai Tiffin,Quick Bites,4.4,1286,400.0,True,False,North Indian,HSR,514400.0
Mumbai Xpress,Quick Bites,2.8,92,350.0,True,False,"Fast Food, Street Food",Bellandur,32200.0
Mummy Dhaba,Quick Bites,3.2,46,300.0,True,False,North Indian,Ulsoor,13800.0
Mummy's Kitchen,Quick Bites,3.7,16,300.0,True,False,"North Indian, Biryani, Chinese",Old Airport Road,4800.0
Munch Box,Quick Bites,2.8,40,400.0,False,False,"North Indian, Fast Food, South Indian",New BEL Road,16000.0
Munchies,"Quick Bites, Bakery",3.9,64,250.0,True,False,"Fast Food, Bakery",Brigade Road,16000.0
Murali Military hotel,Quick Bites,2.8,40,300.0,False,False,"Biryani, South Indian",BTM,12000.0
Murli,Casual Dining,3.9,1233,500.0,True,False,"North Indian, Chinese, Street Food, Fast Food, Mithai",Bellandur,616500.0
Murphy's Brewhouse - The Paul Bangalore,"Pub, Microbrewery",4.3,2031,1700.0,False,True,"Continental, North Indian, Finger Food",Domlur,3452700.0
Murugan Mess,Mess,3.3,7,150.0,False,False,South Indian,Shivajinagar,1050.0
Muscat Restaurant,Quick Bites,3.0,47,400.0,True,False,"North Indian, Chinese",Marathahalli,18800.0
Mustard Cafe,Cafe,4.1,888,800.0,True,False,"Cafe, Continental, Burger, Salad, Healthy Food, Italian",Koramangala 3rd Block,710400.0
Mustard Food Court,Casual Dining,3.6,163,500.0,True,False,"North Indian, Chinese",Koramangala 3rd Block,81500.0
Muthashy's,Quick Bites,4.2,465,400.0,True,False,"Kerala, South Indian, Chinese",BTM,186000.0
Muziris,Quick Bites,3.6,24,250.0,False,False,Kerala,HSR,6000.0
My Cafe,Quick Bites,3.6,16,350.0,False,False,"North Indian, Chinese, Fast Food",Electronic City,5600.0
My China,Casual Dining,3.0,14,600.0,False,False,"Chinese, Asian, Malaysian",Kalyan Nagar,8400.0
My Dabeli & My Pizza,Quick Bites,3.4,5,400.0,False,False,"Pizza, Burger",BTM,2000.0
My Little China,Quick Bites,3.7,32,300.0,True,False,"Chinese, North Indian",Hennur,9600.0
My Place - Gokulam Grand Hotel & Spa,"Casual Dining, Lounge",4.2,426,1800.0,False,True,"Continental, Asian, South Indian, North Indian",New BEL Road,766800.0
My Space - WelcomeHotel Bengaluru,Bar,3.9,23,2000.0,False,False,Finger Food,Richmond Road,46000.0
My Tea House,Casual Dining,2.8,40,500.0,True,True,"Continental, Asian, North Indian, Tea",Banashankari,20000.0
Mylari Biryani Family Restaurant,Quick Bites,3.7,73,400.0,True,False,"Biryani, Fast Food",Banashankari,29200.0
Mynt - The Taj West End,Fine Dining,4.1,339,2500.0,False,True,"Italian, North Indian, Lebanese",Race Course Road,847500.0
Mynutrikitchen,Delivery,3.6,59,300.0,True,False,"North Indian, Healthy Food",HSR,17700.0
MyPotli,"Takeaway, Delivery",3.7,18,100.0,False,False,"North Indian, South Indian",JP Nagar,1800.0
Myrasoiya.com,Delivery,3.4,20,350.0,True,False,North Indian,Sarjapur Road,7000.0
Mysore Carnival Restaurant,Quick Bites,3.8,14,350.0,False,False,"Chinese, Kerala, North Indian, South Indian",Koramangala 6th Block,4900.0
Mysore Hanumanthu Palav,Casual Dining,3.9,70,500.0,True,False,"South Indian, Fast Food",Rajajinagar,35000.0
Mystery House,Quick Bites,3.4,6,300.0,True,False,Fast Food,Banaswadi,1800.0
Mystique Palate,Quick Bites,4.1,337,300.0,True,False,"Chinese, Fast Food",Jayanagar,101100.0
Mysuru Coffee Thindi,Quick Bites,4.1,296,200.0,True,False,"South Indian, Coffee",Jayanagar,59200.0
Myu Bar at Gilly's Redefined,"Microbrewery, Bar",4.4,1213,1200.0,False,True,"American, North Indian, Pizza, Finger Food, Continental, Italian",Koramangala 4th Block,1455600.0
Naachiyar's,Casual Dining,3.9,117,600.0,True,False,Chettinad,Ulsoor,70200.0
Naadan Bhakshanasaala,Quick Bites,3.3,8,250.0,False,False,"Kerala, South Indian",Electronic City,2000.0
Naani'z Biryani,Quick Bites,3.3,6,300.0,False,False,Biryani,Koramangala 1st Block,1800.0
Naati Biriyani,Quick Bites,3.1,4,300.0,False,False,"Kebab, Biryani",BTM,1200.0
Naati Manae,Casual Dining,3.9,484,700.0,True,True,"North Indian, South Indian, Chinese, Biryani",Koramangala 5th Block,338800.0
Nadan Thattukada,Quick Bites,3.7,35,200.0,True,False,Kerala,BTM,7000.0
Nadeem's Kitchen,"Takeaway, Delivery",2.9,7,500.0,True,False,"Biryani, Kebab",Hennur,3500.0
Nadella's Kitchen,Quick Bites,3.2,4,300.0,False,False,"North Indian, Biryani",Bannerghatta Road,1200.0
Nagappa Naidu Hotel,Quick Bites,2.8,40,200.0,False,False,South Indian,Bommanahalli,8000.0
Nagarjuna,Casual Dining,4.2,970,800.0,False,False,"Andhra, Biryani",Marathahalli,776000.0
Nagarjuna Chimney,Casual Dining,4.0,920,600.0,False,False,"Andhra, Biryani",Jayanagar,552000.0
Nagas,Food Court,3.3,34,500.0,True,False,"Andhra, South Indian, Hyderabadi",Yeshwantpur,17000.0
Naga's,Food Court,2.7,16,500.0,False,False,"Hyderabadi, Andhra, North Indian",Bannerghatta Road,8000.0
Nagashree's,Casual Dining,2.9,46,550.0,False,False,"South Indian, North Indian, Fast Food",Shanti Nagar,25300.0
Nagli Veg & Non Veg,Quick Bites,2.8,40,150.0,False,False,North Indian,Old Airport Road,6000.0
Naidoo's Donne Biryani,"Takeaway, Delivery",3.5,13,300.0,True,False,"South Indian, Biryani",Kammanahalli,3900.0
Naidu Military Hotel,Casual Dining,2.7,26,600.0,False,False,"South Indian, Chinese, Biryani",Shanti Nagar,15600.0
Naina Nand Food Express,Quick Bites,3.3,8,300.0,True,False,"North Indian, Chinese",HBR Layout,2400.0
Nainital North Indian Restaurant,Quick Bites,3.5,73,400.0,True,False,North Indian,Electronic City,29200.0
Nakkala's Food Hunt,Casual Dining,2.4,135,600.0,True,False,"North Indian, Chinese",Marathahalli,81000.0
Nakkshatra,Casual Dining,3.9,79,1100.0,False,True,"North Indian, Andhra",Indiranagar,86900.0
Nalaas Aapakadai,Food Court,2.7,33,400.0,False,False,"South Indian, Chettinad",Whitefield,13200.0
NalaMaharaja,Casual Dining,3.3,7,500.0,False,False,North Indian,New BEL Road,3500.0
Nalukettu,Delivery,3.5,4,450.0,True,False,Kerala,HBR Layout,1800.0
Namak,Quick Bites,3.1,5,650.0,True,False,"North Indian, Chinese",Nagawara,3250.0
Namak Swad Anusaar,Quick Bites,3.8,155,400.0,True,False,"North Indian, Chinese, Biryani, Rolls",Marathahalli,62000.0
Namakh Store And Cafe,Cafe,3.7,18,400.0,True,False,"Cafe, Continental, American",New BEL Road,7200.0
Namana Garden,Quick Bites,2.6,75,400.0,False,False,"North Indian, South Indian, Chinese, Street Food",BTM,30000.0
Namana Restaurant,Quick Bites,3.7,30,300.0,False,False,"North Indian, Chinese, Mangalorean",Basaveshwara Nagar,9000.0
Namaste,Quick Bites,2.8,40,70.0,False,False,South Indian,BTM,2800.0
Namaste Kitchen,Casual Dining,3.8,172,400.0,True,False,"North Indian, South Indian, Chinese",Koramangala 5th Block,68800.0
Namdhari's Salad Bar,Quick Bites,3.9,82,300.0,False,False,"Juices, Fast Food, Desserts, Salad",Indiranagar,24600.0
Nami's Global Kitchen,"Takeaway, Delivery",3.3,6,240.0,False,False,"Italian, North Indian, Mexican, Chinese",Indiranagar,1440.0
Namma Atithi,Quick Bites,2.8,40,200.0,False,False,"North Indian, South Indian, Chinese, Biryani",Electronic City,8000.0
Namma Banashankari Donne Biryani,Quick Bites,4.0,94,250.0,True,False,"Biryani, Kebab",JP Nagar,23500.0
Namma Biriyani,Quick Bites,3.7,14,250.0,True,False,"Biryani, Chinese, North Indian",Koramangala 5th Block,3500.0
Namma Biryani,Quick Bites,3.6,24,250.0,True,False,"Biryani, Chinese, North Indian",Banashankari,6000.0
Namma Brahmin's Idli,Quick Bites,3.6,34,100.0,True,False,South Indian,Jayanagar,3400.0
Namma Halli Jonne Biryani,Quick Bites,3.3,4,300.0,True,False,Biryani,Bannerghatta Road,1200.0
Namma Kadai,Quick Bites,3.4,4,150.0,False,False,South Indian,BTM,600.0
Namma Kudla,Quick Bites,3.9,200,400.0,True,False,"Mangalorean, North Indian, Chinese, Seafood",JP Nagar,80000.0
Namma Madurai,Quick Bites,3.0,178,200.0,True,False,South Indian,Kaggadasapura,35600.0
Namms Cafe,Delivery,3.1,7,300.0,True,False,"Biryani, South Indian, Fast Food, Rolls, Kebab, North Indian",Koramangala 2nd Block,2100.0
Nammura Baduta,Quick Bites,3.3,8,350.0,True,False,South Indian,Vasanth Nagar,2800.0
Nammura Donne Biriyani,Quick Bites,3.2,5,300.0,True,False,Biryani,Bannerghatta Road,1500.0
Nammura Upachara,Quick Bites,3.6,41,300.0,True,False,"Chinese, North Indian, South Indian",Basaveshwara Nagar,12300.0
Nammura Upahara,Quick Bites,3.8,40,100.0,False,False,South Indian,JP Nagar,4000.0
Nandana Mess,Mess,3.3,8,350.0,False,False,"South Indian, Chinese",Bellandur,2800.0
Nandanam Family Restaurant,Quick Bites,3.3,4,400.0,False,False,"Kerala, Chinese",Electronic City,1600.0
Nandanam Restaurant,"Takeaway, Delivery",3.8,50,400.0,True,False,"North Indian, South Indian",Electronic City,20000.0
Nandanavanam,Quick Bites,3.3,6,300.0,False,False,South Indian,Old Airport Road,1800.0
Nanda's,Casual Dining,2.9,361,450.0,True,False,"North Indian, Chinese, Andhra",HSR,162450.0
Nandhana Palace,Casual Dining,4.2,1282,800.0,False,False,"Andhra, Biryani, North Indian, Chinese",New BEL Road,1025600.0
Nandhanam Restaurant,Quick Bites,3.7,7,300.0,True,False,"South Indian, Kerala",HSR,2100.0
Nandhanus Rasoi,Quick Bites,3.4,9,200.0,True,False,"Chinese, Rolls, North Indian",Jayanagar,1800.0
Nandhanu's Rasoi,Quick Bites,3.0,175,400.0,True,False,"Chinese, North Indian",Kumaraswamy Layout,70000.0
Nandhi Andhra Style Family Restaurant,Quick Bites,3.4,13,400.0,True,False,"Seafood, Biryani, South Indian, North Indian, Chinese, Kebab",Jayanagar,5200.0
Nandhini,"Casual Dining, Bar",3.7,111,600.0,True,False,"Andhra, Chinese, North Indian",Banaswadi,66600.0
Nandhini Deluxe,Casual Dining,2.6,283,600.0,False,False,North Indian,Banashankari,169800.0
Nandhini Paradise,Casual Dining,3.7,289,600.0,False,True,North Indian,Indiranagar,173400.0
Nandi Bidadi Thatte Idli,Quick Bites,2.9,33,100.0,False,False,South Indian,JP Nagar,3300.0
Nandi Chats and Juice,Quick Bites,3.6,47,150.0,False,False,Street Food,Banashankari,7050.0
Nandi Mess - Feel Like Mom's,Quick Bites,3.6,30,250.0,True,False,South Indian,Whitefield,7500.0
Nandighosha,Quick Bites,3.6,535,400.0,True,False,"Bengali, Seafood, Oriya, North Indian, Biryani",Marathahalli,214000.0
Nandini Andhra Style Mess,Quick Bites,3.4,28,350.0,False,False,"North Indian, Chinese, South Indian",Old Airport Road,9800.0
Nandini Deluxe,Casual Dining,2.8,55,600.0,False,False,"North Indian, Chinese",Brookefield,33000.0
Nandini Dosa Camp,Quick Bites,2.8,40,100.0,False,False,South Indian,Electronic City,4000.0
Nandini Swadista Loka,Quick Bites,3.3,4,300.0,False,False,"North Indian, South Indian, Chinese",Rajajinagar,1200.0
Nando's,Casual Dining,4.1,308,1200.0,True,False,"Portuguese, Wraps, Burger, Salad",Malleshwaram,369600.0
Nanna Munna,Quick Bites,3.4,8,200.0,False,False,"North Indian, Chinese",BTM,1600.0
Nanna Munna Paratha House,Quick Bites,3.5,12,300.0,True,False,North Indian,BTM,3600.0
Napoli Italian Bistro,"Casual Dining, Bar",4.1,1056,1200.0,True,True,"Italian, Mexican, Continental, Pizza",HSR,1267200.0
Narayana Veg Treat,Quick Bites,3.1,8,350.0,False,False,"North Indian, South Indian, Chinese",Electronic City,2800.0
Narmadha's Hyderabad Biriyani,Casual Dining,3.9,204,550.0,False,False,"Biryani, North Indian, Andhra",BTM,112200.0
Nashta Pani -The Gujarat's Special,Quick Bites,3.4,83,200.0,True,False,"Gujarati, Fast Food",Marathahalli,16600.0
Nasi And Mee,Casual Dining,4.4,907,1000.0,True,True,"Malaysian, Thai, Singaporean, Asian, Chinese, Momos",Whitefield,907000.0
Nati Biriyani Mane,"Takeaway, Delivery",3.2,4,200.0,False,False,"Biryani, South Indian",JP Nagar,800.0
Nati Palace,Quick Bites,3.5,11,200.0,True,False,"South Indian, North Indian",JP Nagar,2200.0
Natuna Seafood House,Quick Bites,4.1,76,450.0,True,False,Seafood,Koramangala 5th Block,34200.0
Natural Ice Cream,Dessert Parlor,4.1,119,150.0,False,False,"Ice Cream, Desserts",Frazer Town,17850.0
Natural Mumbai Kulfi,Dessert Parlor,3.5,8,130.0,True,False,Ice Cream,BTM,1040.0
Natural Veg,Quick Bites,3.1,22,250.0,True,False,"North Indian, Street Food",Sanjay Nagar,5500.0
Nature's Caff,Cafe,3.9,32,400.0,False,False,"Continental, Italian, Cafe",Sadashiv Nagar,12800.0
Nature's Nectar,Casual Dining,3.7,38,600.0,False,False,"Continental, Healthy Food",HSR,22800.0
Nature's Restaurant,Quick Bites,3.3,4,300.0,False,False,"Chinese, Mangalorean, North Indian",Domlur,1200.0
Navab's,Delivery,3.6,9,600.0,False,False,Mughlai,Koramangala 4th Block,5400.0
Navami,Casual Dining,3.5,79,600.0,True,False,"Andhra, North Indian, Chinese, Mangalorean, Seafood, Biryani",Jayanagar,47400.0
Navami Kitchen,Casual Dining,2.8,40,500.0,True,False,"Andhra, North Indian, Chinese, Seafood",Banaswadi,20000.0
Navaneetha,Quick Bites,3.3,4,,False,False,"Andhra, Chinese",Koramangala 8th Block,
Navarang Fast Food,Quick Bites,3.6,114,300.0,True,False,"North Indian, Chinese, Kebab, Rolls",Kammanahalli,34200.0
Naveen Kabab & Biriyani Mane,Quick Bites,3.2,9,300.0,False,False,Biryani,Banashankari,2700.0
Navi Food Point,Quick Bites,3.6,22,200.0,True,False,Fast Food,Basavanagudi,4400.0
Navi's Kitchen,Quick Bites,2.8,40,250.0,True,False,"North Indian, Chinese",Bommanahalli,10000.0
Navrang Kabab Korner,Casual Dining,3.7,349,600.0,True,False,"North Indian, Mughlai, Biryani, Chinese, Kebab",Rajajinagar,209400.0
Navya Andhra Style Restaurant,Delivery,3.5,12,200.0,False,False,"North Indian, South Indian",Hosur Road,2400.0
Navya Foods,Quick Bites,3.4,7,300.0,True,False,"North Indian, Fast Food",HSR,2100.0
Navya's,Casual Dining,2.5,47,800.0,True,False,"Hyderabadi, Biryani, North Indian",Bommanahalli,37600.0
Nawab Di Biryani,"Takeaway, Delivery",2.8,40,400.0,False,False,"Biryani, Mughlai",Whitefield,16000.0
Nawab-E-Khana,Quick Bites,3.1,6,500.0,False,False,"North Indian, Biryani",Whitefield,3000.0
Nawabi Handi,Quick Bites,3.4,23,350.0,False,False,"Biryani, Hyderabadi, North Indian",Whitefield,8050.0
Nawabi Kitchen,Casual Dining,2.8,40,600.0,False,False,"North Indian, Chinese",Brookefield,24000.0
Nawabi Zaica,Casual Dining,3.5,19,600.0,True,False,"North Indian, Mughlai, Chinese",Marathahalli,11400.0
Nawabs Empire,Quick Bites,3.2,5,300.0,False,False,"North Indian, Chinese, Arabian, Momos","ITPL Main Road, Whitefield",1500.0
Nawab's Kolkatta Roll,Kiosk,3.4,4,150.0,False,False,"Street Food, Rolls",Brigade Road,600.0
Nayi Dilli by Anand Sweets,Casual Dining,4.0,119,1000.0,False,True,"North Indian, Chinese",Sarjapur Road,119000.0
Neals Cafe,Quick Bites,3.1,14,550.0,False,False,"North Indian, Chinese",Bannerghatta Road,7700.0
Nebula,Casual Dining,3.3,6,700.0,False,False,"North Indian, Chinese, Thai, Italian, South Indian",Malleshwaram,4200.0
Neema Restaurant,Casual Dining,3.3,4,500.0,False,False,"Chinese, Nepalese, Tibetan",Sarjapur Road,2000.0
Neer Dosa Fish Land,Casual Dining,3.6,39,600.0,False,False,"Seafood, Mangalorean",BTM,23400.0
Neer Dose Fish Land,Quick Bites,3.5,8,250.0,False,False,"South Indian, North Indian, Seafood",Domlur,2000.0
Neethus Kitchen & Restaurant,Quick Bites,2.9,11,400.0,False,False,"North Indian, Chinese, South Indian",Majestic,4400.0
Neetu's Kitchen,"Takeaway, Delivery",3.8,21,350.0,False,False,"Bengali, North Indian",Bellandur,7350.0
Neffy's - Cakes & More,Bakery,3.5,24,300.0,False,False,Bakery,Indiranagar,7200.0
Nellore Abhiruchi,Quick Bites,3.3,7,300.0,True,False,"Biryani, South Indian",HSR,2100.0
Nellore Bhojanam,Quick Bites,3.1,175,250.0,True,False,Andhra,Bannerghatta Road,43750.0
Nellore Dosa Camp,Quick Bites,3.3,5,70.0,False,False,"Andhra, South Indian",BTM,350.0
Nellore Mess & Tiffens,Mess,3.0,17,200.0,False,False,"South Indian, Andhra",Whitefield,3400.0
Nellore Ruchulu,Casual Dining,3.7,30,800.0,True,False,"North Indian, South Indian, Chinese",Bannerghatta Road,24000.0
Nesara Mullti - Cuisine Family Dining & Garden...,Casual Dining,2.7,61,800.0,True,False,"North Indian, Chinese, South Indian, Beverages",Malleshwaram,48800.0
Nevermind - Bar & Social,"Bar, Casual Dining",4.4,221,2000.0,False,True,"Continental, Asian, Modern Indian",Indiranagar,442000.0
New A1 Chicken Biryani Point,Quick Bites,3.1,6,300.0,False,False,Biryani,Shivajinagar,1800.0
New Aastha,Quick Bites,3.6,34,250.0,True,False,"North Indian, Chinese",Electronic City,8500.0
New Agarwal Bhavan,"Quick Bites, Sweet Shop",4.1,253,400.0,True,False,"North Indian, Chinese, Street Food, Mithai",Yeshwantpur,101200.0
New Alameen Restaurant,Quick Bites,3.4,23,300.0,True,False,"Kerala, North Indian, Chinese",Ulsoor,6900.0
New Ambur Biryani,Quick Bites,2.8,40,300.0,False,False,"Biryani, Kebab",Brookefield,12000.0
New Ambur Dum Biryani,Quick Bites,3.2,7,200.0,False,False,"Biryani, Kebab",Koramangala 1st Block,1400.0
New Ambur Hot Dum Biryani,Quick Bites,3.0,8,300.0,False,False,Biryani,Brookefield,2400.0
New Andhra Chimney,Casual Dining,3.1,71,700.0,False,False,"Andhra, North Indian, Biryani",Whitefield,49700.0
New Andhra House,Casual Dining,3.7,522,450.0,True,False,"Andhra, Biryani, Chinese, North Indian",Electronic City,234900.0
New Andhra Spice,Casual Dining,3.6,22,600.0,True,False,Andhra,BTM,13200.0
New Aroma,Quick Bites,3.3,4,250.0,False,False,Chinese,Marathahalli,1000.0
New Arya Bhavan,Quick Bites,3.1,23,300.0,False,False,"Street Food, Beverages, North Indian",MG Road,6900.0
